tweets,health_index,depression_risk,anxiety_risk,stress_level,social_isolation,self_esteem_issues,emotional_instability,emotional_signature
Life is tough sometimes ||| Feeling down today... ||| Nothing seems to go right ||| I hate Mondays ||| Nothing seems to go right,50,71,58,54,61,48,51,"Sad, withdrawn, anxious"
Feeling down today... ||| Feeling lonely and anxious ||| Nothing seems to go right ||| Feeling lonely and anxious ||| Feeling lonely and anxious,60,82,69,66,72,60,59,"Sad, withdrawn, anxious"
People are driving me crazy ||| Why does this always happen to me? ||| This is so frustrating! ||| People are driving me crazy ||| This is so frustrating!,58,37,62,64,36,27,68,"Irritable, stressed, impatient"
"Had a wonderful lunch with friends ||| Life is beautiful, enjoying every moment ||| Life is beautiful, enjoying every moment ||| Life is beautiful, enjoying every moment ||| Excited about my new project!",85,8,18,28,2,18,13,"Calm, joyful, optimistic"
People are driving me crazy ||| People are driving me crazy ||| This is so frustrating! ||| People are driving me crazy ||| This is so frustrating!,42,48,56,67,27,46,81,"Irritable, stressed, impatient"
Feeling lonely and anxious ||| Nothing seems to go right ||| Life is tough sometimes ||| Feeling down today... ||| Feeling lonely and anxious,43,71,51,51,46,68,78,"Sad, withdrawn, anxious"
"I had a great day today! ||| Life is beautiful, enjoying every moment ||| Excited about my new project! ||| Excited about my new project! ||| Feeling blessed and happy 😊",86,15,1,11,14,18,2,"Calm, joyful, optimistic"
Feeling lonely and anxious ||| Feeling lonely and anxious ||| Life is tough sometimes ||| I hate Mondays ||| Feeling down today...,47,81,53,48,47,46,77,"Sad, withdrawn, anxious"
Angry and exhausted 😡 ||| Angry and exhausted 😡 ||| Angry and exhausted 😡 ||| Why does this always happen to me? ||| Why does this always happen to me?,41,46,44,90,45,33,69,"Irritable, stressed, impatient"
Feeling blessed and happy 😊 ||| Feeling blessed and happy 😊 ||| Feeling blessed and happy 😊 ||| Excited about my new project! ||| Feeling blessed and happy 😊,90,1,14,14,9,7,2,"Calm, joyful, optimistic"
Feeling down today... ||| Feeling lonely and anxious ||| Feeling lonely and anxious ||| Nothing seems to go right ||| I hate Mondays,31,84,54,47,62,63,72,"Sad, withdrawn, anxious"
I can't stand traffic anymore ||| This is so frustrating! ||| People are driving me crazy ||| People are driving me crazy ||| This is so frustrating!,67,35,51,65,41,49,72,"Irritable, stressed, impatient"
Had a wonderful lunch with friends ||| Had a wonderful lunch with friends ||| Excited about my new project! ||| Had a wonderful lunch with friends ||| Excited about my new project!,92,9,5,23,16,17,1,"Calm, joyful, optimistic"
"Had a wonderful lunch with friends ||| Life is beautiful, enjoying every moment ||| Life is beautiful, enjoying every moment ||| Excited about my new project! ||| Feeling blessed and happy 😊",97,20,20,5,15,10,18,"Calm, joyful, optimistic"
"I had a great day today! ||| Life is beautiful, enjoying every moment ||| Had a wonderful lunch with friends ||| Life is beautiful, enjoying every moment ||| Life is beautiful, enjoying every moment",81,20,1,29,14,7,16,"Calm, joyful, optimistic"
Feeling lonely and anxious ||| Feeling lonely and anxious ||| I hate Mondays ||| Feeling lonely and anxious ||| I hate Mondays,39,63,51,51,56,60,59,"Sad, withdrawn, anxious"
Nothing seems to go right ||| Feeling lonely and anxious ||| Feeling down today... ||| Feeling lonely and anxious ||| Feeling lonely and anxious,43,70,71,65,77,52,63,"Sad, withdrawn, anxious"
Angry and exhausted 😡 ||| Why does this always happen to me? ||| I can't stand traffic anymore ||| I can't stand traffic anymore ||| Angry and exhausted 😡,49,23,40,84,44,35,64,"Irritable, stressed, impatient"
Had a wonderful lunch with friends ||| Excited about my new project! ||| Feeling blessed and happy 😊 ||| Excited about my new project! ||| Feeling blessed and happy 😊,88,16,16,22,8,5,2,"Calm, joyful, optimistic"
I hate Mondays ||| I hate Mondays ||| Nothing seems to go right ||| Nothing seems to go right ||| Feeling lonely and anxious,48,90,80,62,73,48,59,"Sad, withdrawn, anxious"
Why does this always happen to me? ||| People are driving me crazy ||| Why does this always happen to me? ||| This is so frustrating! ||| Why does this always happen to me?,49,29,48,68,37,38,77,"Irritable, stressed, impatient"
Feeling lonely and anxious ||| Feeling lonely and anxious ||| Feeling down today... ||| Feeling lonely and anxious ||| Nothing seems to go right,47,61,78,68,62,55,73,"Sad, withdrawn, anxious"
I hate Mondays ||| Feeling lonely and anxious ||| Nothing seems to go right ||| I hate Mondays ||| Feeling lonely and anxious,57,71,69,55,58,45,72,"Sad, withdrawn, anxious"
Feeling lonely and anxious ||| Feeling lonely and anxious ||| Feeling lonely and anxious ||| Nothing seems to go right ||| Nothing seems to go right,38,90,78,59,50,67,69,"Sad, withdrawn, anxious"
"Life is beautiful, enjoying every moment ||| Had a wonderful lunch with friends ||| Feeling blessed and happy 😊 ||| I had a great day today! ||| Life is beautiful, enjoying every moment",93,17,14,18,7,11,8,"Calm, joyful, optimistic"
Nothing seems to go right ||| Life is tough sometimes ||| Nothing seems to go right ||| Life is tough sometimes ||| Life is tough sometimes,51,85,60,60,53,42,78,"Sad, withdrawn, anxious"
I can't stand traffic anymore ||| Why does this always happen to me? ||| This is so frustrating! ||| People are driving me crazy ||| This is so frustrating!,53,41,70,80,46,26,74,"Irritable, stressed, impatient"
Angry and exhausted 😡 ||| Why does this always happen to me? ||| Angry and exhausted 😡 ||| Angry and exhausted 😡 ||| Why does this always happen to me?,50,33,56,85,21,46,86,"Irritable, stressed, impatient"
Excited about my new project! ||| Had a wonderful lunch with friends ||| Had a wonderful lunch with friends ||| Excited about my new project! ||| Excited about my new project!,89,0,17,12,12,17,12,"Calm, joyful, optimistic"
People are driving me crazy ||| People are driving me crazy ||| I can't stand traffic anymore ||| This is so frustrating! ||| I can't stand traffic anymore,69,44,65,83,43,27,65,"Irritable, stressed, impatient"
Feeling down today... ||| I hate Mondays ||| Feeling lonely and anxious ||| Feeling lonely and anxious ||| Nothing seems to go right,33,66,51,63,59,57,53,"Sad, withdrawn, anxious"
"Feeling blessed and happy 😊 ||| Life is beautiful, enjoying every moment ||| Excited about my new project! ||| Excited about my new project! ||| Life is beautiful, enjoying every moment",92,18,19,30,7,0,20,"Calm, joyful, optimistic"
Had a wonderful lunch with friends ||| Feeling blessed and happy 😊 ||| Feeling blessed and happy 😊 ||| Feeling blessed and happy 😊 ||| Excited about my new project!,99,14,11,29,1,15,11,"Calm, joyful, optimistic"
Feeling down today... ||| Feeling down today... ||| Nothing seems to go right ||| Life is tough sometimes ||| I hate Mondays,45,62,71,64,56,47,55,"Sad, withdrawn, anxious"
I can't stand traffic anymore ||| I can't stand traffic anymore ||| People are driving me crazy ||| This is so frustrating! ||| Why does this always happen to me?,60,26,53,65,47,46,66,"Irritable, stressed, impatient"
I had a great day today! ||| Had a wonderful lunch with friends ||| Excited about my new project! ||| Feeling blessed and happy 😊 ||| I had a great day today!,92,14,0,15,0,11,7,"Calm, joyful, optimistic"
Angry and exhausted 😡 ||| Why does this always happen to me? ||| People are driving me crazy ||| Angry and exhausted 😡 ||| Angry and exhausted 😡,57,48,55,61,40,24,65,"Irritable, stressed, impatient"
People are driving me crazy ||| Angry and exhausted 😡 ||| I can't stand traffic anymore ||| Why does this always happen to me? ||| Why does this always happen to me?,56,45,55,77,50,50,90,"Irritable, stressed, impatient"
Feeling lonely and anxious ||| Life is tough sometimes ||| Nothing seems to go right ||| Nothing seems to go right ||| Life is tough sometimes,56,89,51,56,68,62,52,"Sad, withdrawn, anxious"
I had a great day today! ||| Feeling blessed and happy 😊 ||| Excited about my new project! ||| Feeling blessed and happy 😊 ||| I had a great day today!,85,1,19,2,6,18,16,"Calm, joyful, optimistic"
Feeling lonely and anxious ||| I hate Mondays ||| Feeling lonely and anxious ||| Feeling down today... ||| Feeling down today...,57,60,71,51,58,49,57,"Sad, withdrawn, anxious"
I can't stand traffic anymore ||| Angry and exhausted 😡 ||| This is so frustrating! ||| Why does this always happen to me? ||| Why does this always happen to me?,51,41,42,90,42,35,78,"Irritable, stressed, impatient"
Feeling down today... ||| I hate Mondays ||| Nothing seems to go right ||| Life is tough sometimes ||| Nothing seems to go right,38,62,65,45,73,47,66,"Sad, withdrawn, anxious"
"Had a wonderful lunch with friends ||| Had a wonderful lunch with friends ||| Life is beautiful, enjoying every moment ||| I had a great day today! ||| Excited about my new project!",81,9,8,22,15,11,17,"Calm, joyful, optimistic"
Angry and exhausted 😡 ||| This is so frustrating! ||| This is so frustrating! ||| Angry and exhausted 😡 ||| Angry and exhausted 😡,70,21,51,65,42,49,77,"Irritable, stressed, impatient"
I can't stand traffic anymore ||| This is so frustrating! ||| I can't stand traffic anymore ||| Why does this always happen to me? ||| This is so frustrating!,52,36,40,63,30,43,79,"Irritable, stressed, impatient"
Angry and exhausted 😡 ||| Why does this always happen to me? ||| Angry and exhausted 😡 ||| Why does this always happen to me? ||| Angry and exhausted 😡,57,20,69,85,33,46,90,"Irritable, stressed, impatient"
Feeling down today... ||| Feeling down today... ||| Feeling lonely and anxious ||| Nothing seems to go right ||| Life is tough sometimes,46,73,63,56,79,54,53,"Sad, withdrawn, anxious"
I had a great day today! ||| I had a great day today! ||| Excited about my new project! ||| Had a wonderful lunch with friends ||| I had a great day today!,99,16,12,13,15,16,5,"Calm, joyful, optimistic"
Feeling down today... ||| Life is tough sometimes ||| Life is tough sometimes ||| Life is tough sometimes ||| Feeling down today...,50,86,57,42,58,56,74,"Sad, withdrawn, anxious"
This is so frustrating! ||| Why does this always happen to me? ||| Angry and exhausted 😡 ||| This is so frustrating! ||| This is so frustrating!,49,46,56,84,42,47,69,"Irritable, stressed, impatient"
Nothing seems to go right ||| I hate Mondays ||| Nothing seems to go right ||| Nothing seems to go right ||| Nothing seems to go right,36,74,57,57,47,64,56,"Sad, withdrawn, anxious"
"Life is beautiful, enjoying every moment ||| Life is beautiful, enjoying every moment ||| I had a great day today! ||| Excited about my new project! ||| Excited about my new project!",100,8,16,29,6,12,1,"Calm, joyful, optimistic"
"Feeling blessed and happy 😊 ||| Life is beautiful, enjoying every moment ||| Life is beautiful, enjoying every moment ||| Excited about my new project! ||| Feeling blessed and happy 😊",81,2,12,8,17,19,20,"Calm, joyful, optimistic"
People are driving me crazy ||| People are driving me crazy ||| People are driving me crazy ||| Why does this always happen to me? ||| People are driving me crazy,69,24,55,71,40,29,65,"Irritable, stressed, impatient"
Nothing seems to go right ||| Nothing seems to go right ||| Feeling lonely and anxious ||| I hate Mondays ||| Feeling lonely and anxious,31,62,53,45,45,48,54,"Sad, withdrawn, anxious"
"Life is beautiful, enjoying every moment ||| Excited about my new project! ||| Had a wonderful lunch with friends ||| Feeling blessed and happy 😊 ||| Life is beautiful, enjoying every moment",87,2,19,23,10,6,20,"Calm, joyful, optimistic"
"Life is beautiful, enjoying every moment ||| Excited about my new project! ||| Had a wonderful lunch with friends ||| Excited about my new project! ||| Had a wonderful lunch with friends",88,7,4,30,16,15,3,"Calm, joyful, optimistic"
I can't stand traffic anymore ||| Angry and exhausted 😡 ||| This is so frustrating! ||| This is so frustrating! ||| This is so frustrating!,46,29,53,79,35,33,61,"Irritable, stressed, impatient"
I hate Mondays ||| Nothing seems to go right ||| Feeling lonely and anxious ||| Nothing seems to go right ||| Life is tough sometimes,55,64,59,60,78,54,65,"Sad, withdrawn, anxious"
I can't stand traffic anymore ||| I can't stand traffic anymore ||| This is so frustrating! ||| This is so frustrating! ||| Why does this always happen to me?,47,43,49,89,25,39,74,"Irritable, stressed, impatient"
Had a wonderful lunch with friends ||| Excited about my new project! ||| Excited about my new project! ||| Feeling blessed and happy 😊 ||| Feeling blessed and happy 😊,83,19,9,15,18,11,8,"Calm, joyful, optimistic"
People are driving me crazy ||| I can't stand traffic anymore ||| Why does this always happen to me? ||| Why does this always happen to me? ||| People are driving me crazy,47,21,55,60,26,46,77,"Irritable, stressed, impatient"
Why does this always happen to me? ||| People are driving me crazy ||| I can't stand traffic anymore ||| Why does this always happen to me? ||| I can't stand traffic anymore,47,39,41,77,44,22,61,"Irritable, stressed, impatient"
Feeling blessed and happy 😊 ||| Had a wonderful lunch with friends ||| Had a wonderful lunch with friends ||| I had a great day today! ||| I had a great day today!,88,13,11,7,4,9,2,"Calm, joyful, optimistic"
Life is tough sometimes ||| Life is tough sometimes ||| Feeling lonely and anxious ||| Feeling down today... ||| Feeling down today...,58,61,66,51,57,51,79,"Sad, withdrawn, anxious"
Nothing seems to go right ||| Feeling down today... ||| Feeling down today... ||| Feeling lonely and anxious ||| Life is tough sometimes,38,82,68,63,71,65,58,"Sad, withdrawn, anxious"
I hate Mondays ||| I hate Mondays ||| Nothing seems to go right ||| I hate Mondays ||| Life is tough sometimes,34,70,51,54,55,53,59,"Sad, withdrawn, anxious"
Angry and exhausted 😡 ||| Why does this always happen to me? ||| I can't stand traffic anymore ||| Angry and exhausted 😡 ||| Why does this always happen to me?,46,22,64,77,34,40,67,"Irritable, stressed, impatient"
Had a wonderful lunch with friends ||| I had a great day today! ||| Feeling blessed and happy 😊 ||| Had a wonderful lunch with friends ||| Had a wonderful lunch with friends,92,9,2,0,19,9,17,"Calm, joyful, optimistic"
